,song_title,lyric_pair
5443,Secret Agent X-9,An elegant gun for a secret agent || Defunct that time bomb
5444,Secret Agent X-9,Defunct that time bomb || At the space station
5445,Secret Agent X-9,"At the space station || Hey, Secret Agent X-9"
5446,Secret Agent X-9,"Hey, Secret Agent X-9 || Why don't you drop me a line?"
5447,Secret Agent X-9,"Why don't you drop me a line? || And say, would it cost you your job"
5448,Secret Agent X-9,"And say, would it cost you your job || To say what was in that gold box?"
5449,Secret Agent X-9,To say what was in that gold box? || So why did they give you that job?
5450,Secret Agent X-9,So why did they give you that job? || And why can they give you that job?
5451,Secret Agent X-9,And why can they give you that job? || You think this guy was on a permanent vacation
5452,Secret Agent X-9,"You think this guy was on a permanent vacation || But no he's not, he's a secret agent"
5453,Too Many Fiestas For Reuben,He's 25 hanging out at the high school || Everyone but the butt-rockers knows that ain't cool
5454,Too Many Fiestas For Reuben,Everyone but the butt-rockers knows that ain't cool || Got a teen girlfriend and a little mustache
5455,Too Many Fiestas For Reuben,Got a teen girlfriend and a little mustache || Got old AC/DC comin' out the dash
5456,Too Many Fiestas For Reuben,Got old AC/DC comin' out the dash || Got himself a black Trans Am
5457,Too Many Fiestas For Reuben,"Got himself a black Trans Am || Well, they build them much smaller over there in Japan"
5458,Too Many Fiestas For Reuben,"Well, they build them much smaller over there in Japan || Beep, beep, beep on Monday"
5459,Too Many Fiestas For Reuben,"Beep, beep, beep on Monday || Beep, beep, beep, beep, beep, beep on Tuesday"
5460,Too Many Fiestas For Reuben,"Beep, beep, beep, beep, beep, beep on Tuesday || Too many fiestas for Reuben"
5461,Too Many Fiestas For Reuben,Too many fiestas for Reuben || Yeah he got drunk and he went cruising
5462,Too Many Fiestas For Reuben,Yeah he got drunk and he went cruising || That boy is shot
5463,Too Many Fiestas For Reuben,That boy is shot || Two gallons of tequila is what he's got
5464,Too Many Fiestas For Reuben,Two gallons of tequila is what he's got || He's 25 hanging out at the high school
5465,Too Many Fiestas For Reuben,He's 25 hanging out at the high school || Everyone but the butt-rockers knows that ain't cool
5466,Too Many Fiestas For Reuben,Everyone but the butt-rockers knows that ain't cool || Got a teen girlfriend and a little mustache
5467,Too Many Fiestas For Reuben,Got a teen girlfriend and a little mustache || Got old AC/DC comin' out the dash
5468,Too Many Fiestas For Reuben,Got old AC/DC comin' out the dash || Got himself a black trans-am
5469,Too Many Fiestas For Reuben,"Got himself a black trans-am || Well, they build them much smaller over there in Japan"
5470,Too Many Fiestas For Reuben,"Well, they build them much smaller over there in Japan || Beep, beep, beep on Wednesday"
5471,Too Many Fiestas For Reuben,"Beep, beep, beep on Wednesday || Beep, beep, beep on Thursday"
5472,Too Many Fiestas For Reuben,"Beep, beep, beep on Thursday || Beep, beep, beep on Friday"
5473,Too Many Fiestas For Reuben,"Beep, beep, beep on Friday || Saturday and Sunday his days off"
5474,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Hey, haven't seen you around in a while || Hey, haven't seen you around in a while"
5475,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Hey, haven't seen you around in a while || Hey, haven't seen you around in a while"
5476,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Hey, haven't seen you around in a while || Hey"
5477,"Whenever You Breathe Out, I Breathe In (Positive Negative)",Hey || I didn't go to work for a month
5478,"Whenever You Breathe Out, I Breathe In (Positive Negative)",I didn't go to work for a month || I didn't leave my bed for eight days straight
5479,"Whenever You Breathe Out, I Breathe In (Positive Negative)",I didn't leave my bed for eight days straight || I haven't hung out with anyone
5480,"Whenever You Breathe Out, I Breathe In (Positive Negative)","I haven't hung out with anyone || If I did, I'd have nothing to say"
5481,"Whenever You Breathe Out, I Breathe In (Positive Negative)","If I did, I'd have nothing to say || I didn't feel angry or depressed"
5482,"Whenever You Breathe Out, I Breathe In (Positive Negative)",I didn't feel angry or depressed || I didn't feel anything at all
5483,"Whenever You Breathe Out, I Breathe In (Positive Negative)",I didn't feel anything at all || I didn't want to go to bed
5484,"Whenever You Breathe Out, I Breathe In (Positive Negative)",I didn't want to go to bed || And I didn't want to stay up late
5485,"Whenever You Breathe Out, I Breathe In (Positive Negative)","And I didn't want to stay up late || When you're livin' your life, well"
5486,"Whenever You Breathe Out, I Breathe In (Positive Negative)","When you're livin' your life, well || That's the price you pay"
5487,"Whenever You Breathe Out, I Breathe In (Positive Negative)","That's the price you pay || Whenever I breathe out, you're breathin' in"
5488,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Whenever I breathe out, you're breathin' in || Whenever I speak out, you take it all"
5489,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Whenever I speak out, you take it all || Whenever I breathe out, you're breathin' in"
5490,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Whenever I breathe out, you're breathin' in || Whenever I speak out, you take it all"
5491,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Whenever I speak out, you take it all || My feelings are positive, negative, positive, negative"
5492,"Whenever You Breathe Out, I Breathe In (Positive Negative)","My feelings are positive, negative, positive, negative || I'm feeling this positive, negative, positive, negative"
5493,"Whenever You Breathe Out, I Breathe In (Positive Negative)","I'm feeling this positive, negative, positive, negative || The seasons are positive, negative, positive, negative"
5494,"Whenever You Breathe Out, I Breathe In (Positive Negative)","The seasons are positive, negative, positive, negative || Whenever I breathe out, you're breathin' in"
5495,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Whenever I breathe out, you're breathin' in || Whenever I speak out, you take it all"
5496,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Whenever I speak out, you take it all || Whenever I breathe out, you're breathin' in"
5497,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Whenever I breathe out, you're breathin' in || Whenever I speak out, you take it all"
5498,"Whenever You Breathe Out, I Breathe In (Positive Negative)","Whenever I speak out, you take it all || I didn't go to work for a month"
5499,"Whenever You Breathe Out, I Breathe In (Positive Negative)",I didn't go to work for a month || I didn't leave my bed for eight days straight
5500,"Whenever You Breathe Out, I Breathe In (Positive Negative)",I didn't leave my bed for eight days straight || I haven't hung out with anyone
5501,"Whenever You Breathe Out, I Breathe In (Positive Negative)","I haven't hung out with anyone || If I did, I'd have nothing to say"
5502,Australopithecus,"Australopithecus, friend to the end || But it's over, over, over again"
5503,Australopithecus,"But it's over, over, over again || You wanted to chase around the cat and the dog"
5504,Australopithecus,You wanted to chase around the cat and the dog || While they're playing like that
5505,Australopithecus,"While they're playing like that || And I said, ""What's the matter, friend?"""
5506,Australopithecus,"And I said, ""What's the matter, friend?"" || Australopithecus, friend to the end but..."
5507,5-4-3-2-1 Lisp Off,"Well, look at that || You look so tiny from up here"
5508,5-4-3-2-1 Lisp Off,You look so tiny from up here || Like a cute little bug
5509,5-4-3-2-1 Lisp Off,"Like a cute little bug || Whatcha do, whatcha do, whatcha do with your own life"
5510,5-4-3-2-1 Lisp Off,"Whatcha do, whatcha do, whatcha do with your own life || Oh, the Tang is delicious!"
5511,5-4-3-2-1 Lisp Off,"Oh, the Tang is delicious! || Whatcha see, whatcha see, whatcha see as an astronaut, okay"
5512,5-4-3-2-1 Lisp Off,"Whatcha see, whatcha see, whatcha see as an astronaut, okay || Whatcha eat, whatcha eat, whatcha eat as an alien"
5513,5-4-3-2-1 Lisp Off,"Whatcha eat, whatcha eat, whatcha eat as an alien || Whatcha want, whaddaya want from outer space"
5514,Race Car Grin You Ain’t No Landmark,Looks like accounting's not accountable || For anything or anyone at all
5515,Race Car Grin You Ain’t No Landmark,For anything or anyone at all || Johnny took the fall
5516,Race Car Grin You Ain’t No Landmark,Johnny took the fall || Johnny took the fall
5517,Race Car Grin You Ain’t No Landmark,"Johnny took the fall || I know the horse was fast, ran the real big track"
5518,Race Car Grin You Ain’t No Landmark,"I know the horse was fast, ran the real big track || One by one, without heart attack, oh no"
5519,Race Car Grin You Ain’t No Landmark,"One by one, without heart attack, oh no || A tight line just went slack"
5520,Race Car Grin You Ain’t No Landmark,A tight line just went slack || A tight line just went slack
5521,Race Car Grin You Ain’t No Landmark,"A tight line just went slack || He's got a race car grin, all smiling chin"
5522,Race Car Grin You Ain’t No Landmark,"He's got a race car grin, all smiling chin || Your words are no longer going to bother him that much"
5523,Race Car Grin You Ain’t No Landmark,Your words are no longer going to bother him that much || He's got the Midas touch
5524,Race Car Grin You Ain’t No Landmark,"He's got the Midas touch || Hey now, what's the scoop on what's-his-face?"
5525,Race Car Grin You Ain’t No Landmark,"Hey now, what's the scoop on what's-his-face? || Got a backwater nothing but he runs the place from halls"
5526,Race Car Grin You Ain’t No Landmark,Got a backwater nothing but he runs the place from halls || Runs it from the halls
5527,Your Life,"This song is also known as the older name: ""Your Life"" || Everyone's afraid of their own life"
5528,Your Life,"Everyone's afraid of their own life || If you could be anything you want, I bet you'd be disappointed, am I right"
5529,Your Life,"If you could be anything you want, I bet you'd be disappointed, am I right || No one really knows the ones they love"
5530,Your Life,"No one really knows the ones they love || If you knew everything they thought, I bet you'd wish that they'd just shut up"
5531,Your Life,"If you knew everything they thought, I bet you'd wish that they'd just shut up || Well, you were the dull sound of sharp math when you were alive"
5532,Your Life,"Well, you were the dull sound of sharp math when you were alive || No one's gonna play the harp when you die"
5533,Your Life,No one's gonna play the harp when you die || And if I had a nickel for every damn dime
5534,Your Life,"And if I had a nickel for every damn dime || I'd have half the time, do you mind?"
5535,Your Life,"I'd have half the time, do you mind? || Everyone's afraid of their own lives"
5536,Your Life,"Everyone's afraid of their own lives || If you could be anything you want, I bet you'd be disappointed, am I right"
5537,Your Life,"If you could be anything you want, I bet you'd be disappointed, am I right || Am I right, am I right, am I right"
5538,Your Life,"Am I right, am I right, am I right || Am I right, am I right, am I right"
5539,Your Life,"Am I right, am I right, am I right || It's our lives"
5540,Your Life,"It's our lives || It's hard to remember, it's hard to remember"
5541,Your Life,"It's hard to remember, it's hard to remember || We're alive for the first time"
5542,Your Life,"We're alive for the first time || It's hard to remember, it's hard to remember"
5543,Your Life,"It's hard to remember, it's hard to remember || We're alive for the last time"
5544,Your Life,"We're alive for the last time || It's hard to remember, it's hard to remember"
5545,Your Life,"It's hard to remember, it's hard to remember || To live before you die"
5546,Your Life,"To live before you die || It's hard to remember, it's hard to remember"
5547,Your Life,"It's hard to remember, it's hard to remember || That our lives are such a short time"
5548,Your Life,"That our lives are such a short time || It's hard to remember, it's hard to remember"
5549,Your Life,"It's hard to remember, it's hard to remember || When it takes such a long time"
5550,Your Life,"When it takes such a long time || To live, before you die"
5551,Your Life,"To live, before you die || It's hard to remember"
5552,Your Life,It's hard to remember || It's hard to remember
5553,Your Life,"It's hard to remember || My mom's God is a woman and my mom, she is a witch"
5554,Your Life,"My mom's God is a woman and my mom, she is a witch || I like this"
5555,Your Life,"I like this || My hell comes from inside, comes from inside myself"
5556,Your Life,"My hell comes from inside, comes from inside myself || Why fight this"
5557,Your Life,Why fight this || Everyone's afraid of their own life
5558,Your Life,"Everyone's afraid of their own life || If you could be anything you want, I bet you'd be disappointed, am I right"
5559,Red Hand Case,"Blame it on the red hand's weight || Getting hateful, a little fed up, oh no"
5560,Red Hand Case,"Getting hateful, a little fed up, oh no || Sent you a note from my cage"
5561,Red Hand Case,"Sent you a note from my cage || ""I need a carton of cigarettes to stay shut up"""
5562,Red Hand Case,"""I need a carton of cigarettes to stay shut up"" || Blame it on the red hand's weight"
5563,Red Hand Case,"Blame it on the red hand's weight || Getting hateful, a little fed up, oh no"
5564,Red Hand Case,"Getting hateful, a little fed up, oh no || Sent you a note from my cage"
5565,Red Hand Case,"Sent you a note from my cage || ""I need a carton of cigarettes to stay shut up"""
5566,Red Hand Case,"""I need a carton of cigarettes to stay shut up"" || I guess that's just the red hand's fate"
5567,Red Hand Case,I guess that's just the red hand's fate || I wish that I'd have stayed shut up
5568,Red Hand Case,I wish that I'd have stayed shut up || Oh no!
5569,Red Hand Case,Oh no! || Oh no!
5570,Every Penny Fed Car,So you spilled every last penny into the car || And it still won't take you where you want to go
5571,Every Penny Fed Car,And it still won't take you where you want to go || So you spilled every last penny into the car
5572,Every Penny Fed Car,So you spilled every last penny into the car || And it still won't take you very far at all
5573,Every Penny Fed Car,And it still won't take you very far at all || So you spilled every last penny into the car
5574,Every Penny Fed Car,So you spilled every last penny into the car || And it still won't even barely leave your home
5575,Every Penny Fed Car,And it still won't even barely leave your home || So you spilled every last penny into the car
5576,Every Penny Fed Car,So you spilled every last penny into the car || And it still won't take you where you need to go
5577,Every Penny Fed Car,And it still won't take you where you need to go || So you spilled every last penny into the car
5578,Every Penny Fed Car,So you spilled every last penny into the car || And it still won't even barely leave your home
5579,Every Penny Fed Car,And it still won't even barely leave your home || So you spilled every last penny into the car
5580,Every Penny Fed Car,So you spilled every last penny into the car || And it still won't take you anywhere at all
5581,"Blue Cadet-3, Do You Connect?","Blue cadet 3, do you connect? || Blue cadet 3, do you connect?"
5582,"Blue Cadet-3, Do You Connect?","Blue cadet 3, do you connect? || Blue cadet 3"
5583,"Blue Cadet-3, Do You Connect?",Blue cadet 3 || Do you connect?
5584,Path of Least Resistance,Gone fishin' || I'm takin'
5585,Path of Least Resistance,I'm takin' || The path of least resistance
5586,Call To Dial-a-Song (Left by Spencer Moody),"Well, I might be a lot of things but I won't be ignored || When I see you coming, the chariots of the Lord"
5587,Call To Dial-a-Song (Left by Spencer Moody),"When I see you coming, the chariots of the Lord || Well, the pale horses are riding and the Judgment Day's at hand"
5588,Call To Dial-a-Song (Left by Spencer Moody),"Well, the pale horses are riding and the Judgment Day's at hand || And I'm waiting for the good Lord to take me by the hand"
5589,Call To Dial-a-Song (Left by Spencer Moody),"And I'm waiting for the good Lord to take me by the hand || Hey Isaac, this is Spencer"
5590,Call To Dial-a-Song (Left by Spencer Moody),"Hey Isaac, this is Spencer || Um, I'm calling about, uh, going to Montana"
5591,Call To Dial-a-Song (Left by Spencer Moody),"Um, I'm calling about, uh, going to Montana || Um, so you need to give me a ring here"
5592,Call To Dial-a-Song (Left by Spencer Moody),"Um, so you need to give me a ring here || And so we can work out some of those details"
5593,Call To Dial-a-Song (Left by Spencer Moody),And so we can work out some of those details || And stuff cause it could get kind of hairy or whatever
5594,Call To Dial-a-Song (Left by Spencer Moody),"And stuff cause it could get kind of hairy or whatever || So, uh, give me a call, alright then, bye, bye"
5595,Beta Carotene,I got myself the means || I got myself what I call the beta carotene
5596,Beta Carotene,I got myself what I call the beta carotene || Perspire from all the strings
5597,Beta Carotene,"Perspire from all the strings || I never had enough, enough to keep you stringing along"
5598,Beta Carotene,"I never had enough, enough to keep you stringing along || And by the pool side"
5599,Beta Carotene,"And by the pool side || I watch the summer and the thought of the last ends it, bye"
5600,Beta Carotene,"I watch the summer and the thought of the last ends it, bye || Sometimes you give so many lifts, well"
5601,Beta Carotene,"Sometimes you give so many lifts, well || Sometimes you know you're gonna have to gonna get a ride"
5602,Beta Carotene,"Sometimes you know you're gonna have to gonna get a ride || I need to knock the ride, uh oh oh"
5603,Beta Carotene,"I need to knock the ride, uh oh oh || Ain't on your friends, all they'll say is no, you know your line and"
5604,Beta Carotene,"Ain't on your friends, all they'll say is no, you know your line and || You'll say, oh no, you know, you know, you know, you know you're right"
5605,Beta Carotene,"You'll say, oh no, you know, you know, you know, you know you're right || I got myself the means"
5606,Beta Carotene,I got myself the means || I got myself what I call the beta carotene
5607,Beta Carotene,I got myself what I call the beta carotene || Perspire from all the strings
5608,Beta Carotene,"Perspire from all the strings || I, I never had enough, enough to keep you stringing along"
5609,Beta Carotene,"I, I never had enough, enough to keep you stringing along || And by the pool side"
5610,Beta Carotene,"And by the pool side || I watch the summer and the thought of the last ends it, bye"
5611,Beta Carotene,"I watch the summer and the thought of the last ends it, bye || And sung so many lifts"
5612,Beta Carotene,"And sung so many lifts || You know, know, know, know, know, know, know you're gonna have to go and get a ride"
5613,Beta Carotene,"You know, know, know, know, know, know, know you're gonna have to go and get a ride || Gonna have to tell and get a ride"
5614,Beta Carotene,Gonna have to tell and get a ride || Have to go and get a ride
5615,Beta Carotene,"Have to go and get a ride || Gonna have to, gotta get a ride"
5616,Beta Carotene,"Gonna have to, gotta get a ride || Gonna have to, gotta get a ride"
5617,Beta Carotene,"Gonna have to, gotta get a ride || And if you go in the water"
5618,Beta Carotene,And if you go in the water || My family
5619,Beta Carotene,My family || I know my heart will dry over
5620,Beta Carotene,"I know my heart will dry over || And head, he needs to tell"
5621,Beta Carotene,"And head, he needs to tell || I'm on the drone, low"
5622,Beta Carotene,"I'm on the drone, low || Living it right and"
5623,Beta Carotene,Living it right and || I'm never anywhere
5624,Beta Carotene,"I'm never anywhere || And I never feel somewhere, don't you know?"
5625,Beta Carotene,"And I never feel somewhere, don't you know? || Oh no, I never feel somewhere, don't you know?"
5626,Beta Carotene,"Oh no, I never feel somewhere, don't you know? || Oh no, I never"
5627,Beta Carotene,"Oh no, I never || And now the water's right"
5628,Beta Carotene,"And now the water's right || Oh no, I know"
5629,Beta Carotene,"Oh no, I know || Oh no, oh no"
5630,Beta Carotene,"Oh no, oh no || What was almost"
5631,Beta Carotene,"What was almost || Oh no, I know, I know"
5632,Beta Carotene,"Oh no, I know, I know || No, I know, I know, what it was"
5633,Beta Carotene,"No, I know, I know, what it was || You have hung on, I know, waterslide and"
5634,Beta Carotene,"You have hung on, I know, waterslide and || Hell to pay"
5635,Beta Carotene,Hell to pay || Heaven is a collection agency
5636,Beta Carotene,"Heaven is a collection agency || I feel heaven, heaven's a collection agency"
5637,Beta Carotene,"I feel heaven, heaven's a collection agency || Got the eye eye eye eye eye eye eye upon the pavement"
5638,Blame Yourself,"With your teeth, your lips, you hit the ground || You hear the fish make this sound"
5639,Blame Yourself,"You hear the fish make this sound || ""We just want to go walk around"
5640,Blame Yourself,"""We just want to go walk around || And feel what it's like to fall down"""
5641,Blame Yourself,"And feel what it's like to fall down"" || With your teeth, your lips, you hit the ground"
5642,Blame Yourself,"With your teeth, your lips, you hit the ground || You hear the fish make this sound"
5643,Blame Yourself,"You hear the fish make this sound || ""We just want to go walk around"
5644,Blame Yourself,"""We just want to go walk around || And feel what it's like to fall down"""
5645,Blame Yourself,"And feel what it's like to fall down"" || With your teeth, your lips, you hit the ground"
5646,Blame Yourself,"With your teeth, your lips, you hit the ground || You hear the fish make this sound"
5647,Blame Yourself,"You hear the fish make this sound || ""We just want to go walk around"""
5648,Blame Yourself,"""We just want to go walk around"" || Do you blame yourself?"
5649,Blame Yourself,Do you blame yourself? || Do you blame yourself?
5650,Blame Yourself,Do you blame yourself? || Do you blame yourself?
5651,Blame Yourself,"Do you blame yourself? || Hey you, do you blame yourself?"
5652,Blame Yourself,"Hey you, do you blame yourself? || Do you blame yourself?!"
5653,Blame Yourself,Do you blame yourself?! || Do you blame yourself?!
5654,Blame Yourself,"Do you blame yourself?! || Well, hey you! Yeah you! Will you blame yourself?!"
5655,Blame Yourself,"Well, hey you! Yeah you! Will you blame yourself?! || Well you! Yeah, will you blame yourself?!"
5656,Blame Yourself,"Well you! Yeah, will you blame yourself?! || Hey you, do you blame yourself?"
5657,Blame Yourself,"Hey you, do you blame yourself? || Oh yeah, do you blame yourself?"
5658,Blame Yourself,"Oh yeah, do you blame yourself? || Yeah, yeah, yeah, you blame yourself!"
5659,Blame Yourself,"Yeah, yeah, yeah, you blame yourself! || Do you blame someone else?"
5660,Blame Yourself,Do you blame someone else? || Do you blame someone else?
5661,Blame Yourself,"Do you blame someone else? || Mother, father, preacher, God"
5662,Blame Yourself,"Mother, father, preacher, God || Do you blame yourself?"
5663,Blame Yourself,Do you blame yourself? || Blame yourself!
5664,Blame Yourself,"Blame yourself! || Mothers got a daughter, son's a preacher, son drinks water"
5665,Blame Yourself,"Mothers got a daughter, son's a preacher, son drinks water || Take yourself down to the roller skating rink"
5666,Blame Yourself,Take yourself down to the roller skating rink || Say what you know is what you had
5667,Blame Yourself,Say what you know is what you had || And what you had was something better
5668,Blame Yourself,And what you had was something better || So now you blame yourself!
5669,Blame Yourself,So now you blame yourself! || Do you blame yourself!?
5670,Blame Yourself,Do you blame yourself!? || You knew there was something wrong
5671,Blame Yourself,You knew there was something wrong || There was something right
5672,Blame Yourself,There was something right || There was something better than that
5673,Blame Yourself,There was something better than that || Someday you didn't know something you wanted to forget
5674,Blame Yourself,Someday you didn't know something you wanted to forget || Blame yourself for that
5675,Blame Yourself,Blame yourself for that || ..
5676,Blame Yourself,.. || Do you blame yourself?
5677,Blame Yourself,Do you blame yourself? || Do you blame yourself?
5678,Blame Yourself,Do you blame yourself? || Did you fuck yourself up?
5679,Blame Yourself,"Did you fuck yourself up? || Oh shit, I would cut myself"
5680,Blame Yourself,"Oh shit, I would cut myself || Well, can you blame yourself?!"
5681,Blame Yourself,"Well, can you blame yourself?! || With your teeth, your lips, you hit the ground"
5682,Blame Yourself,"With your teeth, your lips, you hit the ground || You hear the fish make this sound"
5683,Blame Yourself,"You hear the fish make this sound || ""We just want to go walk around"
5684,Blame Yourself,"""We just want to go walk around || And feel what it's like to fall down"""
5685,Blame Yourself,"And feel what it's like to fall down"" || You got a knife?"
5686,Blame Yourself,You got a knife? || You got a knife?
5687,Blame Yourself,You got a knife? || You got a knife?!
5688,Blame Yourself,You got a knife?! || You got a knife!
5689,Blame Yourself,You got a knife! || You got a knife!
5690,Blame Yourself,"You got a knife! || Aww, shit"
5691,Blame Yourself,"Aww, shit || .."
5692,Blame Yourself,.. || With the choice of lying from the first day
5693,Blame Yourself,With the choice of lying from the first day || Things you had that you would have said
5694,Blame Yourself,Things you had that you would have said || That you said before you even got through the door
5695,Blame Yourself,That you said before you even got through the door || You didn't know they made up some more
5696,Blame Yourself,You didn't know they made up some more || So much more you had to say
5697,Blame Yourself,"So much more you had to say || ""I got nothing left today"
5698,Blame Yourself,"""I got nothing left today || But no thoughts, I got nothing to believe"
5699,Blame Yourself,"But no thoughts, I got nothing to believe || I can't believe what you're saying"
5700,Blame Yourself,"I can't believe what you're saying || And you can think what I'm thinking, what I would"
5701,Blame Yourself,"And you can think what I'm thinking, what I would || And kudos to you, I do not know what I have in my head"
5702,Blame Yourself,"And kudos to you, I do not know what I have in my head || And I cannot, will not do"
5703,Blame Yourself,"And I cannot, will not do || And I cannot belong to you"
5704,Blame Yourself,"And I cannot belong to you || You cannot belong to me, too"
5705,Blame Yourself,"You cannot belong to me, too || I cannot blame you for you"
5706,Blame Yourself,"I cannot blame you for you || And you cannot blame me for the shit I do"""
5707,Blame Yourself,"And you cannot blame me for the shit I do"" || .."
5708,Blame Yourself,".. || Well habit, habit, habit's dead"
5709,Blame Yourself,"Well habit, habit, habit's dead || The dad tried to kill himself"
5710,Blame Yourself,The dad tried to kill himself || Other dad tried to kill himself
5711,Blame Yourself,Other dad tried to kill himself || And they never made it out on time
5712,Blame Yourself,And they never made it out on time || And they never made it out with their mental health
5713,Blame Yourself,And they never made it out with their mental health || But then one day you walk through the door
5714,Blame Yourself,But then one day you walk through the door || Just outside you know some more
5715,Blame Yourself,"Just outside you know some more || I don't love you, you don't love you"
5716,Blame Yourself,"I don't love you, you don't love you || And you know what you got left"
5717,Blame Yourself,And you know what you got left || What the fuck you got left?
5718,Blame Yourself,"What the fuck you got left? || I don't love you, I don't love you"
5719,Blame Yourself,"I don't love you, I don't love you || You can't say what's left"
5720,Blame Yourself,You can't say what's left || Love yourself and love your friends
5721,Blame Yourself,"Love yourself and love your friends || Well, love your family near the end"
5722,Blame Yourself,"Well, love your family near the end || Don't know what is going on"
5723,Blame Yourself,"Don't know what is going on || Well, things cannot end up this way"
5724,Blame Yourself,"Well, things cannot end up this way || Things cannot end up this way!"
5725,Blame Yourself,"Things cannot end up this way! || You're walking to the TV, listening to the shows"
5726,Blame Yourself,"You're walking to the TV, listening to the shows || Reading the paper and no one knows"
5727,Blame Yourself,"Reading the paper and no one knows || What the fuck is going on, how much how, how much how?"
5728,Blame Yourself,"What the fuck is going on, how much how, how much how? || How much longer have we got to go on?"
5729,Blame Yourself,"How much longer have we got to go on? || Old age as time grew, you did too and you didn't say what you wanted to"
5730,Blame Yourself,"Old age as time grew, you did too and you didn't say what you wanted to || Okay! Static shit"
5731,Blame Yourself,"Okay! Static shit || Patriotic bullshit, George Bush, the government"
5732,Blame Yourself,"Patriotic bullshit, George Bush, the government || The other side, genocide, what the fuck?"
5733,Blame Yourself,"The other side, genocide, what the fuck? || You can't deny that things are going up"
5734,Blame Yourself,You can't deny that things are going up || And are not going to be so nice
5735,Blame Yourself,And are not going to be so nice || Take a breath or take twenty ..
5736,Blame Yourself,Take a breath or take twenty .. || You get no more and you can see what you can see
5737,Woodgrain,Ah-ah-ah || Ah-ah-ah
5738,Woodgrain,"Ah-ah-ah || You've got wood grain, I've got nothing"
5739,Woodgrain,"You've got wood grain, I've got nothing || You've got the water coming out of your head"
5740,Woodgrain,You've got the water coming out of your head || Ah-ah-ah
5741,Woodgrain,Ah-ah-ah || Ah-ah-ah
5742,Woodgrain,Ah-ah-ah || Find something to do and we'll share our issues
5743,Woodgrain,Find something to do and we'll share our issues || Find something to do when we're nearly dead
5744,Woodgrain,Find something to do when we're nearly dead || Ah-ah-ah
5745,Wagon Ride Return,Hopped on the wagon || Went two feet
5746,Wagon Ride Return,Went two feet || Now I'm back again
5747,Wagon Ride Return,Now I'm back again || I hit a hard wall
5748,Wagon Ride Return,I hit a hard wall || Shout two words
5749,Wagon Ride Return,Shout two words || I don't understand
5750,Dead End Job at the Dead Letter Office,"Dead end job at the dead letter office || I seem so sad but I am so sick, so sick"
5751,Dead End Job at the Dead Letter Office,"I seem so sad but I am so sick, so sick || Dead end life with a bad plan, bland script"
5752,Dead End Job at the Dead Letter Office,"Dead end life with a bad plan, bland script || I hope you know that I am doing the best I can"
5753,Dead End Job at the Dead Letter Office,"I hope you know that I am doing the best I can || Oh, I know I've made decisions"
5754,Dead End Job at the Dead Letter Office,"Oh, I know I've made decisions || I am wrong"
5755,Dead End Job at the Dead Letter Office,"I am wrong || Oh, I know I've made the wrong decision"
5756,Dead End Job at the Dead Letter Office,"Oh, I know I've made the wrong decision || I am wrong"
5757,Dead End Job at the Dead Letter Office,"I am wrong || So you wonder, wonder how"
5758,Dead End Job at the Dead Letter Office,"So you wonder, wonder how || How I get here, got here now"
5759,Dead End Job at the Dead Letter Office,"How I get here, got here now || Well I put on my shoes and socks"
5760,Dead End Job at the Dead Letter Office,"Well I put on my shoes and socks || Goddamn, if I'd walked here tick for tock"
5761,Dead End Job at the Dead Letter Office,"Goddamn, if I'd walked here tick for tock || So you wonder, wonder how"
5762,Dead End Job at the Dead Letter Office,"So you wonder, wonder how || How I get here, got here now"
5763,Dead End Job at the Dead Letter Office,"How I get here, got here now || Dead end job at the dead letter office"
5764,Dead End Job at the Dead Letter Office,"Dead end job at the dead letter office || I seem so sad but I am so sick, so sick"
5765,Dead End Job at the Dead Letter Office,"I seem so sad but I am so sick, so sick || Dead end life with a bad plan, bland script"
5766,Dead End Job at the Dead Letter Office,"Dead end life with a bad plan, bland script || I hope you know that I am doing the best I can"
5767,Dead End Job at the Dead Letter Office,"I hope you know that I am doing the best I can || Oh, I know I've made decisions"
5768,Dead End Job at the Dead Letter Office,"Oh, I know I've made decisions || I am wrong"
5769,Dead End Job at the Dead Letter Office,"I am wrong || Oh, I know I've made the wrong decision"
5770,Dead End Job at the Dead Letter Office,"Oh, I know I've made the wrong decision || I am wrong"
5771,Dead End Job at the Dead Letter Office,"I am wrong || So you wonder, wonder how"
5772,Dead End Job at the Dead Letter Office,"So you wonder, wonder how || How I get here, got here now"
5773,Dead End Job at the Dead Letter Office,"How I get here, got here now || Well I put on my shoes and socks"
5774,Dead End Job at the Dead Letter Office,"Well I put on my shoes and socks || Goddamn, if I'd walked here tick for tock"
5775,Dead End Job at the Dead Letter Office,"Goddamn, if I'd walked here tick for tock || Oh, I know I've made the wrong decision"
